participant_id,block_id,block_type,task_id,start_timestamp,reaction_time,clicked_timestamp,completion_time,end_timestamp,errors,task_code,block_data
1,3,2,9,1710324556.107328,1.1640625,1710324557.2713904,35.0703125,1710324592.341703,0,MAV#2966,"[np.float64(1710324279.6046257), 336.7878583749998, np.float64(1710324616.3924842)]"
1,3,2,10,1710324593.343656,0.990234375,1710324594.3338904,15.07421875,1710324609.4081092,1,MAV#8582,"[np.float64(1710324279.6046257), 336.7878583749998, np.float64(1710324616.3924842)]"
1,4,3,1,1710324711.7195091,0.5714125750000676,1710324712.2909217,35.560546875,1710324747.8514686,0,MAV#4042,"[np.float64(1710324711.7108436), 421.380859375, np.float64(1710325133.091703)]"
1,4,3,2,1710324779.859281,2.09765625,1710324781.9569373,37.97553370000014,1710324819.932471,0,MAV#0036,"[np.float64(1710324711.7108436), 421.380859375, np.float64(1710325133.091703)]"
1,4,3,3,1710324851.9432654,0.6356186749999324,1710324852.5788841,25.719850075000068,1710324878.2987342,0,MAV#8951,"[np.float64(1710324711.7108436), 421.380859375, np.float64(1710325133.091703)]"
1,4,3,4,1710324911.3006873,1.17578125,1710324912.4764686,36.76953125,1710324949.2459998,0,MAV#8069,"[np.float64(1710324711.7108436), 421.380859375, np.float64(1710325133.091703)]"
1,4,3,5,1710324982.247953,1.24609375,1710324983.4940467,105.484375,1710325088.9784217,0,MAV#9320,"[np.float64(1710324711.7108436), 421.380859375, np.float64(1710325133.091703)]"
1,5,5,1,1710325182.1460645,0.7737633249998908,1710325182.919828,30.263671875,1710325213.1834998,0,MAV#6931,"[np.float64(1710325182.1335716), 422.57336570000007, np.float64(1710325604.7069373)]"
1,5,5,2,1710325245.185453,0.75,1710325245.935453,22.1953125,1710325268.1307654,0,MAV#6483,"[np.float64(1710325182.1335716), 422.57336570000007, np.float64(1710325604.7069373)]"
1,5,5,3,1710325300.1346717,0.7578125,1710325300.8924842,25.021484375,1710325325.9139686,0,MAV#5196,"[np.float64(1710325182.1335716), 422.57336570000007, np.float64(1710325604.7069373)]"
1,5,5,4,1710325358.9159217,1.314453125,1710325360.2303748,28.669921875,1710325388.9002967,0,MAV#1148,"[np.float64(1710325182.1335716), 422.57336570000007, np.float64(1710325604.7069373)]"
1,5,5,5,1710325419.9022498,0.759765625,1710325420.6620154,31.5546875,1710325452.216703,0,MAV#3422,"[np.float64(1710325182.1335716), 422.57336570000007, np.float64(1710325604.7069373)]"
1,5,5,6,1710325486.218656,1.955078125,1710325488.1737342,24.74751552500038,1710325512.9212496,0,MAV#1944,"[np.float64(1710325182.1335716), 422.57336570000007, np.float64(1710325604.7069373)]"
1,5,5,7,1710325546.9226341,0.78125,1710325547.7038841,18.625,1710325566.3288841,0,MAV#1879,"[np.float64(1710325182.1335716), 422.57336570000007, np.float64(1710325604.7069373)]"
1,6,7,1,1710325658.1952186,0.646484375,1710325658.841703,65.802734375,1710325724.6444373,0,MAV#0228,"[np.float64(1710325658.1815467), 422.30965716719675, np.float64(1710326080.4912038)]"
1,6,7,2,1710325758.6463904,0.5078125,1710325759.154203,37.47265625,1710325796.6268592,0,MAV#6249,"[np.float64(1710325658.1815467), 422.30965716719675, np.float64(1710326080.4912038)]"
1,6,7,3,1710325829.6327186,1.712890625,1710325831.3456092,48.02734375,1710325879.372953,1,MAV#3771,"[np.float64(1710325658.1815467), 422.30965716719675, np.float64(1710326080.4912038)]"
1,6,7,4,1710325910.3757591,0.6085219500000676,1710325910.984281,38.828125,1710325949.812406,0,MAV#8514,"[np.float64(1710325658.1815467), 422.30965716719675, np.float64(1710326080.4912038)]"
1,6,7,5,1710325981.8132591,2.020631325000068,1710325983.8338904,75.619140625,1710326059.453031,0,MAV#7401,"[np.float64(1710325658.1815467), 422.30965716719675, np.float64(1710326080.4912038)]"
1,7,6,1,1710326127.2272036,0.7990000247955322,1710326128.0262036,36.02500009536743,1710326164.0512037,1,MAV#2948,"[np.float64(1710326127.2202036), 422.4320001602173, np.float64(1710326549.6522038)]"
