participant_id,condition,difficulty,frequency,duration_Description,duration_Map,fix_freq_Ticket,fix_freq_Description,fix_freq_Diagnostics,fix_freq_Actions,time_1st_fix_Ticket,time_1st_fix_Description,time_1st_fix_Map,time_1st_fix_Diagnostics,time_1st_fix_Actions,visit_freq_Ticket,visit_freq_Map,visit_freq_Actions,visit_len_Description,visit_len_Map,visit_len_Diagnostics,visit_len_Actions
1,Easy_Fast,Easy,Fast,137.22358179828998,161.5555499913171,0.593610443146685,1.2092064582617656,2.37444177258674,0.4397114393679148,0.7622368335723877,3.3585727214813232,0.21195268630981445,17.16385269165039,7.375956058502197,0.04397114393679148,0.08794228787358296,0.17588457574716593,1.32627306665693,0.8769993185997009,2.140639146169027,0.3440987169742584
1,Easy_Fast,Easy,Fast,155.02140476019122,163.50514706744647,0.09720903740269603,2.7218530472754887,1.1989114612999177,0.745269286754003,0.729062557220459,1.2317619323730469,0.06961798667907715,7.111911058425903,8.52761459350586,0.03240301246756534,0.19441807480539205,0.12961204987026137,1.6242132981618245,0.4999936819076538,1.4644182324409485,0.9615192413330078
1,Easy_Fast,Easy,Fast,161.73387755763395,129.75767651326296,0.22859586600660503,1.8668662390539412,1.1048800190319243,0.9143834640264201,0.649552583694458,1.8215603828430176,0.037638187408447266,8.29559850692749,7.67390251159668,0.03809931100110084,0.1904965550055042,0.1904965550055042,1.38028655733381,0.5367099285125733,2.0039714177449546,0.6939900875091553
1,Easy_Fast,Easy,Fast,147.96596969950548,147.38299996126443,0.13845321795565171,2.284478096268253,1.349918875067604,0.3807463493780422,1.1223833560943604,0.7583155632019043,0.09236955642700195,6.7343666553497314,6.318350553512573,0.03461330448891293,0.10383991346673878,0.10383991346673878,1.5997766086033411,1.5507078170776367,2.7479801177978516,0.5640413761138916
1,Easy_Fast,Easy,Fast,163.06868603799577,150.4944411914467,0.32711944590263,2.3443560289688485,0.7087587994556983,0.2725995382521917,0.4679744243621826,0.2617917060852051,3.685797691345215,12.033947706222534,14.36585783958435,0.054519907650438335,0.10903981530087667,0.054519907650438335,1.4488230148951213,1.6324524879455566,1.3040440082550049,0.827913761138916
1,Easy_Fast,Easy,Fast,155.42681732600053,146.19598002173007,0.05052299190842708,1.313597789619104,2.2735346358792183,0.7073218867179791,0.8253722190856934,1.188572883605957,0.04826855659484863,11.016026258468628,10.10404372215271,0.02526149595421354,0.05052299190842708,0.15156897572528122,1.3174982752118791,2.1148934364318848,2.8602271477381387,0.7288671731948853
1,Easy_Fast,Easy,Fast,144.35249999223743,166.63883335422724,0.24614350889382206,1.9691480711505764,2.756807299610807,0.4430583160088797,0.6521456241607666,1.6043131351470947,0.012102127075195312,5.192103624343872,11.940115928649902,0.04922870177876441,0.04922870177876441,0.14768610533629323,3.480045199394226,0.5399987697601318,3.1892663637797036,0.4593389828999837
1,Easy_Fast,Easy,Fast,149.3346400023438,141.94502039546413,0.13606888487296695,1.3606888487296693,1.5783990645264165,0.4082066546189008,0.6204020977020264,1.847944736480713,0.04113268852233887,13.973836183547974,17.02794909477234,0.027213776974593387,0.08164133092378016,0.08164133092378016,2.266441226005554,2.813605308532715,4.166292746861775,0.8886233965555826
1,Easy_Fast,Easy,Fast,152.68305785403672,138.6074189102982,0.08279430789133248,3.339370418283743,0.3035791289348857,0.3311772315653299,1.1598293781280518,2.0249366760253906,0.027721881866455078,19.49378776550293,18.715869665145874,0.027598102630444158,0.08279430789133248,0.11039241052177663,3.1003064768654958,1.9620964527130127,1.0289981365203857,0.5543422698974609
1,Easy_Fast,Easy,Fast,127.85106002353132,83.76310002058744,0.18674772036474163,1.5562310030395137,2.738966565349544,0.4357446808510638,1.0555870532989502,1.9394588470458984,0.15353822708129883,0.3874835968017578,9.211449146270752,0.06224924012158055,0.1244984802431611,0.1244984802431611,1.3180938561757405,0.3559786081314087,1.7193772196769714,0.5420272350311279
