participant_id,difficulty,frequency,area,instance,duration,fix_count,fix_freq,time_1st_fix,visit_count,visit_freq,visit_len,dwell_pct,stat_entropy,trans_entropy
10,Easy,Fast,Map,1,"[159.54307812503998, 141.69387499982804, 147.66609999995126, 158.37670000009894, 150.44573529391582, 150.11373214282943, 110.39361538447477, 131.83291666680614, 172.93136764713861, 149.24989705894083, 175.13363333334078, 116.14035000002332, 131.8252499999372]","[32, 20, 25, 30, 34, 28, 13, 18, 68, 34, 45, 20, 22]","[1.302868436405218, 0.9246884594545783, 1.1903148608115925, 1.080002794311124, 1.3036260576030672, 1.1939702083365231, 0.7886724516004398, 0.7593309714097388, 3.292889951623569, 1.7120597581713786, 2.1061694474799717, 1.1380380687927796, 1.4273170647047588]","[0.10478401184082031, 5.467594385147095, 4.502824783325195, 7.1951823234558105, 2.670117139816284, 6.935931205749512, 7.446842193603516, 7.004604339599609, 3.0266950130462646, 6.055410146713257, 4.224676609039307, 6.850905656814575, 4.428931474685669]","[3, 5, 3, 2, 4, 3, 2, 2, 3, 3, 2, 2, 3]","[0.1221439159129892, 0.23117211486364458, 0.1428377832973911, 0.07200018628740826, 0.15336777148271377, 0.12792537946462748, 0.12133422332314459, 0.08437010793441542, 0.1452745566892751, 0.15106409630923928, 0.09360753099910986, 0.11380380687927796, 0.19463414518701258]","[1.9660441080729167, 0.7173558235168457, 1.4526025454203289, 2.605940580368042, 1.5874921679496765, 1.7186702887217205, 1.002989411354065, 1.4290025234222412, 4.387977997461955, 1.9989243348439534, 4.462233543395996, 1.4352165460586548, 1.2324198087056477]","[26.149223809076638, 19.661086883909135, 23.619029468993777, 20.25120643806416, 27.74326248495817, 23.90381442098599, 13.456772522256966, 12.804545508536705, 69.81454432872867, 33.2626101031055, 45.17217253659856, 19.51867547040988, 27.052410634053626]","[1.47, 1.48, 1.35, 1.43, 1.54, 1.35, 1.41, 1.44, 1.01, 1.34, 1.25, 1.47, 1.51]","[0.42, 0.46, 0.47, 0.41, 0.44, 0.44, 0.4, 0.4, 0.35, 0.44, 0.41, 0.42, 0.44]"
10,Easy,Fast,Map,2,"[154.69464473682436, 146.78676785706557, 175.04239705880644, 107.88215789474826, 115.38889285709176, 163.419113636337, 127.72573809538049, 150.99766666617143, 140.3550000000905, 170.39359999989756, 174.98683333325164, 159.79624999984784, 159.60632894740755, nan, 141.27130000006218]","[38.0, 28.0, 34.0, 19.0, 14.0, 22.0, 21.0, 6.0, 15.0, 10.0, 18.0, 12.0, 38.0, nan, 10.0]","[2.270210440598742, 1.7448879974441305, 1.9374231170310117, 1.4551173230440384, 0.9616133863336337, 1.680892619206976, 1.368323507923744, 0.44574482699644813, 0.3750326721521388, 0.4661480669249418, 1.0187538762858892, 0.5644983461962514, 1.535943742192163, nan, 0.6292845239979404]","[0.06448864936828613, 3.0365078449249268, 3.3496248722076416, 7.117655992507935, 5.1524481773376465, 5.0601677894592285, 3.1301345825195312, 7.362903594970703, 5.157283067703247, 7.657889366149902, 3.563174247741699, 6.038206338882446, 7.01928973197937, nan, 1.113283395767212]","[8.0, 3.0, 4.0, 2.0, 3.0, 2.0, 4.0, 2.0, 4.0, 2.0, 3.0, 2.0, 2.0, nan, 3.0]","[0.477939040126051, 0.18695228544044257, 0.22793213141541313, 0.1531702445309514, 0.20606001135720722, 0.1528084199279069, 0.2606330491283322, 0.14858160899881603, 0.10000871257390367, 0.09322961338498836, 0.16979231271431489, 0.09408305769937524, 0.0808391443259033, nan, 0.1887853571993821]","[0.7991562783718109, 1.768511215845744, 1.6837284564971924, 1.4219324588775635, 0.8336873849232992, 1.9776294231414795, 0.877534806728363, 0.5009419918060303, 0.6170138120651245, 1.0284312963485718, 1.2046578725179036, 1.2291407585144043, 3.5340073108673096, nan, 0.5173426469167074]","[45.79264486572208, 36.7749495355062, 43.40385807482722, 24.565504540517324, 19.037760906122227, 35.51337231830771, 30.88638067457033, 8.141922287630829, 6.8996570145076195, 10.78203705660313, 23.6136585212047, 12.67847196007137, 31.623057076438577, nan, 11.43722846215583]","[1.22, 1.25, 1.43, 1.37, 1.4, 1.42, 1.47, 1.23, 1.26, 1.18, 1.4, 1.37, 1.42, 1.1, 1.35]","[0.56, 0.44, 0.46, 0.44, 0.41, 0.46, 0.45, 0.36, 0.47, 0.42, 0.44, 0.43, 0.44, 0.44, 0.42]"
10,Easy,Fast,Diagnostics,1,"[165.88836486482398, 160.02317105257566, 155.30211000004783, 158.37961818197073, 168.08174390233745, 157.93017272733942, 149.82343750007203, 173.50237804864108, 216.04100000028362, 172.12077631584657, 164.8389358975132, 167.51161764715803, 155.48510869559877]","[37, 38, 50, 55, 41, 55, 40, 41, 3, 38, 39, 34, 23]","[1.5064416295935334, 1.7569080729636988, 2.380629721623185, 1.980005122903727, 1.5720196576978163, 2.3452986235181705, 2.4266844664628917, 1.7295872126555163, 0.1452745566892751, 1.9134785532503644, 1.8253468544826421, 1.9346647169477253, 1.4921951131004298]","[16.290813207626343, 0.18761849403381348, 0.028973817825317383, 0.06917190551757812, 0.07002663612365723, 0.17418909072875977, 0.014905691146850586, 0.14262032508850098, 0.7387235164642334, 0.6493451595306396, 0.004644155502319336, 0.19122910499572754, 0.05470633506774902]","[3, 4, 6, 5, 6, 6, 3, 4, 1, 3, 3, 4, 3]","[0.1221439159129892, 0.18493769189091566, 0.2856755665947822, 0.18000046571852063, 0.23005165722407067, 0.25585075892925496, 0.18200133498471688, 0.16874021586883084, 0.04842485222975837, 0.15106409630923928, 0.1404112964986648, 0.22760761375855593, 0.19463414518701258]","[2.263554334640503, 1.7991737723350525, 1.4759457508722942, 1.9857162952423095, 1.272607962290446, 1.7380084991455078, 2.4145442644755044, 2.038380444049835, 0.6801004409790039, 2.5906577110290527, 2.4374393622080484, 1.5377169251441956, 1.5723285675048828]","[30.106236506838748, 39.448999447677124, 47.99717072559799, 38.57834568958263, 33.360444968876344, 48.34555283616403, 48.59269581136756, 36.529725779686665, 3.60689307711357, 43.10920421071876, 37.01210291204192, 41.825322749615914, 34.51362738519124]","[1.47, 1.48, 1.35, 1.43, 1.54, 1.35, 1.41, 1.44, 1.01, 1.34, 1.25, 1.47, 1.51]","[0.42, 0.46, 0.47, 0.41, 0.44, 0.44, 0.4, 0.4, 0.35, 0.44, 0.41, 0.42, 0.44]"
10,Easy,Fast,Diagnostics,2,"[174.22431818158657, 158.243971428705, 156.87369565207717, 171.6642166665224, 168.05076470593443, 171.19826190476792, 142.6760476188931, 171.142337837778, 173.26230434796145, 161.21624999998727, 163.65412500022103, 164.39454901966897, 151.3100769229706, 163.12811249990773, 164.62437500013039]","[11.0, 35.0, 23.0, 30.0, 34.0, 21.0, 21.0, 37.0, 46.0, 14.0, 24.0, 51.0, 39.0, 40.0, 40.0]","[0.6571661801733201, 2.181109996805163, 1.3106097556386256, 2.297553667964271, 2.3353467953816818, 1.6044884092430225, 1.368323507923744, 2.7487597664780967, 1.1501001945998923, 0.6526072936949185, 1.358338501714519, 2.3991179713340682, 1.5763633143551146, 2.2869905080960358, 2.5171380959917617]","[2.246544122695923, 0.15104889869689941, 0.20772385597229004, 0.3016514778137207, 0.06839203834533691, 0.21027827262878418, 0.09610557556152344, 0.8549680709838867, 0.38932204246520996, 18.174827337265015, 0.6212184429168701, 0.04866504669189453, 0.008595705032348633, 0.09087729454040527, 0.1612987518310547]","[2.0, 3.0, 5.0, 4.0, 3.0, 5.0, 4.0, 2.0, 5.0, 1.0, 2.0, 5.0, 5.0, 3.0, 4.0]","[0.11948476003151275, 0.18695228544044257, 0.28491516426926644, 0.3063404890619028, 0.20606001135720722, 0.38202104981976726, 0.2606330491283322, 0.14858160899881603, 0.1250108907173796, 0.04661480669249418, 0.11319487514287659, 0.23520764424843807, 0.20209786081475828, 0.1715242881072027, 0.25171380959917616]","[1.229384422302246, 2.198763370513916, 0.7832449913024903, 1.3814616799354553, 2.129432201385498, 0.7885652542114258, 0.9044980406761169, 3.8430250883102417, 1.7785826683044434, 3.3238773345947266, 2.1610687971115112, 1.911384677886963, 1.3028958797454835, 2.8560609022776284, 1.929479718208313]","[17.611312636070334, 45.72174112704165, 25.238522213253077, 47.73265137753949, 48.626885627523734, 35.401743044465064, 31.835399108417604, 62.46154670649619, 24.860890759835186, 17.42370575479685, 28.24079310814914, 49.28938544188695, 29.14648099563245, 55.62859724837719, 56.87500790631057]","[1.22, 1.25, 1.43, 1.37, 1.4, 1.42, 1.47, 1.23, 1.26, 1.18, 1.4, 1.37, 1.42, 1.1, 1.35]","[0.56, 0.44, 0.46, 0.44, 0.41, 0.46, 0.45, 0.36, 0.47, 0.42, 0.44, 0.43, 0.44, 0.44, 0.42]"
10,Easy,Fast,Actions,1,"[142.66279999983453, 138.17656250012078, 160.69364999966638, 139.3313076922683, 150.91011111119062, 145.35500000018897, 129.32684999968842, 168.20081249989016, 127.092055555699, 146.76857142837565, 156.63316666662772, 155.56649999992564, 126.2510666666761]","[10, 16, 10, 26, 18, 17, 10, 16, 9, 7, 9, 12, 15]","[0.4071463863766307, 0.7397507675636626, 0.47612594432463706, 0.9360024217363073, 0.690154971672212, 0.724910483632889, 0.6066711166157229, 0.6749608634753234, 0.4358236700678253, 0.35248289138822503, 0.42123388949599433, 0.6828228412756677, 0.9731707259350629]","[3.0247786045074463, 2.711681365966797, 2.9088783264160156, 0.7431948184967041, 1.8440515995025635, 1.8840446472167969, 1.1149117946624756, 1.7507038116455078, 0.02275848388671875, 0.05939793586730957, 0.7007737159729004, 1.177290678024292, 0.64096999168396]","[3, 2, 2, 3, 4, 6, 2, 3, 2, 2, 2, 3, 3]","[0.1221439159129892, 0.09246884594545783, 0.09522518886492741, 0.10800027943111239, 0.15336777148271377, 0.25585075892925496, 0.12133422332314459, 0.12655516190162314, 0.09684970445951674, 0.10070939753949286, 0.09360753099910986, 0.17070571031891693, 0.19463414518701258]","[0.7702829043070475, 1.2680130004882812, 0.9509648084640503, 1.3886004288991292, 0.7199976444244385, 0.47227756182352704, 0.9009455442428589, 0.9846728642781576, 0.6989337205886841, 0.5987204313278198, 0.7349213361740112, 0.6889626185099283, 0.7306892077128092]","[10.245090625547405, 13.901337637605987, 10.308332863613927, 16.18657433565646, 12.58279192874228, 13.137173857147225, 12.08768418347472, 13.23470913628194, 7.4135496648807, 6.641906989966212, 7.439770481671058, 14.054643320760796, 16.039099950591076]","[1.47, 1.48, 1.35, 1.43, 1.54, 1.35, 1.41, 1.44, 1.01, 1.34, 1.25, 1.47, 1.51]","[0.42, 0.46, 0.47, 0.41, 0.44, 0.44, 0.4, 0.4, 0.35, 0.44, 0.41, 0.42, 0.44]"
10,Easy,Fast,Actions,2,"[nan, 121.3286249999328, 163.5929583332351, 169.77141666666284, 144.6597222223621, 155.33258333304425, 148.10135714261767, 140.08595000013884, 168.0919333333501, 135.88870000003226, 146.74010000017006, 141.37646875002474, 162.34640909087003, 152.4814999999892, 143.94783333348946]","[nan, 4.0, 12.0, 6.0, 9.0, 6.0, 7.0, 10.0, 30.0, 15.0, 5.0, 16.0, 11.0, 7.0, 9.0]","[nan, 0.24926971392059008, 0.6837963942462394, 0.4595107335928542, 0.6181800340716217, 0.45842525978372073, 0.4561078359745813, 0.7429080449940801, 0.7500653443042776, 0.6992221003874127, 0.28298718785719146, 0.7526644615950019, 0.44461529379246817, 0.4002233389168062, 0.5663560715981464]","[nan, 1.910125970840454, 0.897697925567627, 1.843696117401123, 1.7024075984954834, 0.044257164001464844, 0.39032649993896484, 0.05688190460205078, 0.14331626892089844, 1.626746416091919, 0.21731877326965332, 0.648606538772583, 2.033315658569336, 3.5149006843566895, 4.4293951988220215]","[nan, 1.0, 2.0, 2.0, 2.0, 4.0, 5.0, 2.0, 7.0, 2.0, 2.0, 3.0, 4.0, 2.0, 1.0]","[nan, 0.06231742848014752, 0.11396606570770657, 0.1531702445309514, 0.13737334090480482, 0.3056168398558138, 0.32579131141041523, 0.14858160899881603, 0.17501524700433144, 0.09322961338498836, 0.11319487514287659, 0.14112458654906285, 0.1616782886518066, 0.11434952540480178, 0.06292845239979404]","[nan, 0.505181074142456, 1.0579545497894287, 0.5759948492050171, 0.8100548982620239, 0.23501741886138916, 0.21532940864562988, 0.8833860158920288, 0.7474079132080078, 1.1289997100830078, 0.3749423027038574, 0.789313793182373, 0.467451274394989, 0.7180052995681763, 1.383840560913086]","[nan, 3.501628628159834, 13.636197972269251, 9.950967779882998, 12.332065754171067, 8.440672453238571, 9.47362149464823, 14.357870589850059, 14.62609387812167, 11.836392721836567, 4.899736654522753, 12.21254692585684, 8.36570897020519, 9.32324367920543, 10.197819404405326]","[1.22, 1.25, 1.43, 1.37, 1.4, 1.42, 1.47, 1.23, 1.26, 1.18, 1.4, 1.37, 1.42, 1.1, 1.35]","[0.56, 0.44, 0.46, 0.44, 0.41, 0.46, 0.45, 0.36, 0.47, 0.42, 0.44, 0.43, 0.44, 0.44, 0.42]"
10,Hard,Slow,Ticket,1,"[188.85922222216323, 114.26522222235589, 153.1299999996918, 144.65300000017578, 158.01857142858873]","[9, 9, 3, 8, 7]","[0.14944478433659167, 0.18681319817924918, 0.10547277346700543, 0.19295799562548682, 0.16896622013969578]","[0.5895166397094727, 8.039816617965698, 8.35915231704712, 5.844722270965576, 8.087856769561768]","[3, 1, 1, 2, 2]","[0.049814928112197225, 0.020757022019916575, 0.03515759115566847, 0.048239498906371706, 0.04827606289705594]","[0.6879687309265137, 1.1680669784545898, 0.46796178817749023, 0.5960097312927246, 0.5639773607254028]","[3.707293708996683, 2.541187021135748, 2.2513898656772597, 3.213222014895937, 2.9110733137340543]","[1.12, 1.41, 1.06, 1.46, 1.27]","[0.43, 0.42, 0.45, 0.43, 0.46]"
10,Hard,Slow,Ticket,2,"[156.05990909104796, 205.9991666668187, 217.33566666656165, 176.98487500024385, 179.20639999993, 186.51835714263143]","[11, 3, 3, 4, 5, 7]","[0.34450697590250023, 0.10902896081771721, 0.12125039469529524, 0.1416601990053196, 0.16096579476861167, 0.12284337337762989]","[0.5991945266723633, 8.265771627426147, 8.100297212600708, 7.976706266403198, 7.980319023132324, 8.008126974105835]","[3, 1, 1, 1, 1, 3]","[0.09395644797340916, 0.03634298693923907, 0.040416798231765076, 0.0354150497513299, 0.03219315895372234, 0.052647160018984236]","[0.58347487449646, 0.6259958744049072, 0.6600255966186523, 0.7398960590362549, 0.9119672775268555, 0.4481186866760254]","[6.154348761694545, 2.3916664808436914, 3.1367303486027316, 2.7287898239034645, 3.288559934426679, 2.60841237436628]","[1.5, 1.26, 1.21, 1.25, 1.34, 1.3]","[0.4, 0.43, 0.43, 0.38, 0.47, 0.44]"
10,Hard,Slow,Description,1,"[164.22885555554987, 159.47558196728738, 160.55126315800487, 164.88191818187425, 147.29998648650704]","[180, 61, 57, 55, 74]","[2.9888956867318335, 1.2661783432149112, 2.003982695873103, 1.3265862199252219, 1.7862143271910698]","[0.4494056701660156, 9.2879159450531, 8.013033390045166, 6.224726676940918, 6.375879287719727]","[14, 3, 5, 4, 11]","[0.23246966452358706, 0.06227106605974973, 0.1757879557783424, 0.09647899781274341, 0.26551834593380763]","[2.4170047555650984, 3.7652625242869058, 2.1624037265777587, 2.687177360057831, 1.1196975274519487]","[60.78166332741928, 24.574540076150317, 52.01721549189179, 28.97435057826938, 31.787390775487655]","[1.12, 1.41, 1.06, 1.46, 1.27]","[0.43, 0.42, 0.45, 0.43, 0.46]"
10,Hard,Slow,Description,2,"[169.71459999993905, 159.36406451624686, 158.16800925922846, 160.65309722231783, 170.89788888882947, 151.0443576388651]","[35, 31, 54, 72, 72, 144]","[1.0961585596897736, 1.1266325951164111, 2.1825071045153144, 2.549883582095753, 2.317907444668008, 2.5270636809112434]","[3.4151201248168945, 8.043811798095703, 1.072258710861206, 8.820700645446777, 0.28820037841796875, 1.0720386505126953]","[5, 2, 3, 2, 9, 11]","[0.15659407995568195, 0.07268597387847814, 0.12125039469529524, 0.0708300995026598, 0.289738430583501, 0.19303958673627555]","[1.383891773223877, 2.7866861820220947, 3.4279719988505044, 6.505944132804871, 1.510610024134318, 2.2298811349001797]","[24.32824729088173, 21.293507534720842, 48.87366728521302, 47.98877876875532, 49.02542615174735, 47.59226138401078]","[1.5, 1.26, 1.21, 1.25, 1.34, 1.3]","[0.4, 0.43, 0.43, 0.38, 0.47, 0.44]"
10,Hard,Slow,Map,1,"[171.61905434777904, 165.86023387083017, 219.55799999977896, 154.84912711856896, 165.7904132652851]","[46, 62, 1, 59, 98]","[0.7638288977203574, 1.2869353652348279, 0.03515759115566847, 1.4230652177379652, 2.365527081955741]","[1.3895330429077148, 1.015807867050171, 10.671584606170654, 3.0327062606811523, 0.11583995819091797]","[6, 3, 1, 6, 7]","[0.09962985622439445, 0.06227106605974973, 0.03515759115566847, 0.1447184967191151, 0.16896622013969578]","[1.5091245969136555, 4.36119532585144, 0.2195580005645752, 1.7411284844080608, 2.6083531039101735]","[16.264600039875255, 28.463983221290302, 1.056305599917835, 28.160441431356226, 47.12223707592877]","[1.12, 1.41, 1.06, 1.46, 1.27]","[0.43, 0.42, 0.45, 0.43, 0.46]"
10,Hard,Slow,Map,2,"[151.7466125000965, 163.62489534894002, 153.77290625013984, 203.94896153860688, 161.00147826099325, 185.38111428572716]","[40, 43, 32, 13, 23, 35]","[1.2527526396454556, 1.56274843838728, 1.2933375434164824, 0.46039564676728867, 0.7404426559356136, 0.6142168668881495]","[1.5671405792236328, 0.13177275657653809, 1.9891881942749023, 17.864757776260376, 0.07616186141967773, 1.7280631065368652]","[4, 3, 3, 1, 5, 4]","[0.12527526396454555, 0.10902896081771721, 0.12125039469529524, 0.0354150497513299, 0.16096579476861167, 0.07019621335864565]","[1.7665650248527527, 2.812685410181681, 2.0217976570129395, 2.6999924182891846, 0.7969038009643554, 1.808816909790039]","[24.84438833243229, 32.238257591160014, 28.825400569201935, 9.957766020866202, 14.368201447702377, 14.038365432326843]","[1.5, 1.26, 1.21, 1.25, 1.34, 1.3]","[0.4, 0.43, 0.43, 0.38, 0.47, 0.44]"
10,Hard,Slow,Diagnostics,1,"[172.10209210521785, 172.40726219512086, 159.3245500000497, 173.86492592598827, 153.65513888890644]","[38, 82, 30, 54, 18]","[0.6309890894211648, 1.7020758056331593, 1.0547277346700543, 1.3024664704720361, 0.43448456607350344]","[0.10569024085998535, 0.0878138542175293, 22.431147813796997, 0.3766977787017822, 38.035929918289185]","[3, 7, 1, 5, 1]","[0.049814928112197225, 0.14529915413941605, 0.03515759115566847, 0.12059874726592926, 0.02413803144852797]","[2.7184669176737466, 2.385930163519723, 5.9599833488464355, 2.16440110206604, 3.5039448738098145]","[14.64914733615124, 36.3349569305184, 28.67380724280154, 29.171928347290233, 9.043129321559261]","[1.12, 1.41, 1.06, 1.46, 1.27]","[0.43, 0.42, 0.45, 0.43, 0.46]"
10,Hard,Slow,Diagnostics,2,"[157.2539782609372, 171.3663942308323, 172.8413421050343, 143.7277333333744, 170.09200000020428, 154.82980508461924]","[46, 52, 19, 15, 20, 59]","[1.4406655355922737, 1.8898353208404315, 0.7679191664035365, 0.5312257462699485, 0.6438631790744467, 1.0353941470400234]","[0.05116558074951172, 1.479767084121704, 0.3322877883911133, 7.600578546524048, 2.312159538269043, 22.664790630340576]","[3, 4, 2, 3, 3, 5]","[0.09395644797340916, 0.14537194775695628, 0.08083359646353015, 0.10624514925398969, 0.096579476861167, 0.08774526669830707]","[2.9226619402567544, 2.682159185409546, 1.8042165040969849, 0.8608910242716471, 1.3984147707621257, 2.2444483757019045]","[30.82751576645665, 40.9896006176027, 17.148852083446616, 9.525083845894052, 15.128078277030191, 21.774167911605495]","[1.5, 1.26, 1.21, 1.25, 1.34, 1.3]","[0.4, 0.43, 0.43, 0.38, 0.47, 0.44]"
10,Hard,Slow,Actions,1,"[160.76076666649897, 156.09426190465976, 154.9990454545464, 139.25425999994332, 160.19954761902358]","[15, 21, 11, 25, 21]","[0.24907464056098613, 0.4358974624182481, 0.38673350271235324, 0.6029937363296464, 0.5068986604190874]","[21.213961601257324, 26.583797454833984, 5.679185390472412, 4.564805746078491, 29.05189347267151]","[4, 4, 3, 5, 3]","[0.0664199041495963, 0.0830280880796663, 0.10547277346700543, 0.12059874726592926, 0.07241409434558391]","[0.6398459076881409, 0.929114043712616, 1.1086467901865642, 0.7775642395019531, 1.1799983978271484]","[4.597295587557542, 8.085332750905227, 16.00128179971158, 10.480057628188224, 9.136169513290259]","[1.12, 1.41, 1.06, 1.46, 1.27]","[0.43, 0.42, 0.45, 0.43, 0.46]"
10,Hard,Slow,Actions,2,"[142.92298000007577, 187.1898749996035, 138.69250000000952, 164.75573863640008, 168.23985714287508, 150.75810227255135]","[25, 4, 3, 44, 28, 44]","[0.7829703997784097, 0.14537194775695628, 0.12125039469529524, 1.5582621890585155, 0.9014084507042254, 0.7721583469451022]","[5.029104471206665, 22.51575469970703, 4.592280626296997, 0.08059954643249512, 1.3922052383422852, 17.020091772079468]","[4, 1, 1, 2, 7, 11]","[0.12527526396454555, 0.03634298693923907, 0.040416798231765076, 0.0708300995026598, 0.22535211267605634, 0.19303958673627555]","[0.9844869375228882, 0.8079843521118164, 0.42406654357910156, 4.039994716644287, 0.7206125259399414, 0.6553352312608198]","[13.845499848534788, 3.086967775672756, 2.0153497135357, 29.79958154058096, 18.18973418909341, 13.9867928976906]","[1.5, 1.26, 1.21, 1.25, 1.34, 1.3]","[0.4, 0.43, 0.43, 0.38, 0.47, 0.44]"
10,Hard,Fast,Ticket,1,"[139.27024999960244, 163.62387500009845, 160.19950000008978, 154.4130000002042, 173.27950000017154, 188.3338333333692, 182.17593749966454, 189.32341666656308, 158.1846111111089, 147.87608333350968, 177.07400000017515, 111.18125000014818]","[6, 8, 6, 2, 5, 6, 8, 6, 9, 6, 4, 6]","[0.22755555555555557, 0.23220567995849334, 0.18793588645540193, 0.0813726331560852, 0.23046182014542196, 0.20317957837673947, 0.428672372736829, 0.41681442404633573, 0.4969195616019622, 0.25293590525565407, 0.17984513900294846, 0.3090984576731496]","[3.507983446121216, 2.493147373199463, 6.232730865478516, 8.372584342956543, 7.852383375167847, 4.832186698913574, 5.216158628463745, 5.4381184577941895, 7.964324951171875, 6.930114030838013, 7.917791366577148, 8.018758535385132]","[3, 3, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1]","[0.11377777777777778, 0.087077129984435, 0.06264529548513398, 0.0406863165780426, 0.04609236402908439, 0.06772652612557982, 0.10716809318420725, 0.13893814134877858, 0.05521328462244025, 0.08431196841855136, 0.044961284750737116, 0.051516409612191595]","[0.28870725631713867, 0.44572027524312335, 0.48854589462280273, 0.31282544136047363, 0.898282527923584, 0.5729717016220093, 0.741008996963501, 0.5759315490722656, 1.4661438465118408, 0.4829139709472656, 0.7189068794250488, 0.6871047019958496]","[3.917363319877254, 4.253392663810585, 3.35861746991652, 1.4306592707246302, 4.673258928650612, 4.299082324698243, 9.447643848634131, 9.251994963712082, 9.019028307880227, 4.4892892857749995, 3.7009845668076773, 4.199526767337241]","[1.46, 1.42, 1.35, 1.29, 1.37, 1.42, 1.41, 1.47, 1.47, 1.4, 1.37, 1.42]","[0.45, 0.42, 0.42, 0.43, 0.47, 0.44, 0.43, 0.44, 0.37, 0.44, 0.46, 0.47]"
10,Hard,Fast,Ticket,2,"[182.35250000016094, 142.98108333302176, 191.1357142853376, 140.5016875005458, 150.80183333278302, 169.25877777733453, 210.68383333234428, 197.9777499996089, 194.34050000018033, 165.35300000001976, 153.84127777744854, 152.34877777786298, 136.24699999945733]","[10.0, 6.0, 7.0, 8.0, 6.0, 9.0, 3.0, 4.0, 4.0, 6.0, 9.0, 9.0, 6.0]","[0.4047110861273252, 0.23892589347240895, 0.340468589190246, 0.30274229797429, 0.2833592358619687, 0.42551252953169927, 0.1416424515628507, 0.2093641356003736, 0.19976120169705178, 0.26863188536539273, 0.33561544064093224, 0.49558925888334765, 0.2543848050241462]","[4.193759918212891, 7.947170972824097, 7.931194067001343, 6.607693195343018, 7.071523189544678, 7.544546365737915, 4.7863335609436035, 7.7255682945251465, 7.356837272644043, 4.194896697998047, 7.165220499038696, 5.585149765014648, 8.011343240737915]","[3.0, 1.0, 1.0, 3.0, 2.0, 1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 2.0, 1.0]","[0.12141332583819757, 0.03982098224540149, 0.04863836988432085, 0.11352836174035874, 0.09445307862065623, 0.04727916994796658, 0.09442830104190048, 0.0523410339000934, 0.09988060084852589, 0.08954396178846424, 0.11187181354697742, 0.1101309464185217, 0.04239746750402436]","[0.6257024606068929, 0.921893835067749, 1.3618390560150146, 0.38665493329366046, 0.4601407051086426, 1.5591247081756592, 0.3240014314651489, 0.8039824962615967, 0.39465808868408203, 0.5040690898895264, 0.46934040387471515, 0.7014601230621338, 0.8401615619659424]","[8.916684165386167, 4.008099200518185, 7.300284028955456, 5.269656230572167, 4.811712938467145, 8.037569521526365, 3.5472049470408313, 4.631280701498019, 4.334822848530084, 5.004103519727492, 5.6915431851732095, 8.201620109725988, 4.1523989410448445]","[1.18, 1.4, 1.35, 1.4, 1.42, 1.42, 1.27, 1.31, 1.38, 1.41, 1.4, 1.56, 1.44]","[0.43, 0.4, 0.39, 0.44, 0.41, 0.4, 0.47, 0.4, 0.42, 0.45, 0.42, 0.41, 0.45]"
10,Hard,Fast,Description,1,"[141.88309090905298, 150.1523749999316, 142.63571428576446, 171.022966666654, 154.25498529414065, 147.4764375001314, 140.13976086975478, 137.83334999970975, 116.41584615391857, 163.88282499992783, 151.01466666677274, 141.2004999999356]","[33, 28, 21, 15, 34, 24, 23, 10, 13, 20, 12, 14]","[1.2515555555555555, 0.8127198798547267, 0.6577756025939068, 0.6102947486706389, 1.5671403769888694, 0.8127183135069579, 1.2324330716183833, 0.6946907067438929, 0.7177727000917232, 0.8431196841855136, 0.5395354170088454, 0.7212297345706824]","[1.1499013900756836, 0.6011552810668945, 2.5778636932373047, 8.150420188903809, 0.13034558296203613, 2.806201696395874, 2.674170732498169, 5.640082359313965, 9.521849632263184, 6.696151494979858, 6.961732387542725, 3.652733564376831]","[5, 6, 6, 3, 5, 4, 5, 2, 1, 4, 3, 3]","[0.18962962962962962, 0.17415425996887, 0.18793588645540193, 0.12205894973412779, 0.23046182014542196, 0.13545305225115964, 0.2679202329605181, 0.13893814134877858, 0.05521328462244025, 0.16862393683710272, 0.13488385425221136, 0.1545492288365748]","[1.1279825687408447, 0.7872910896937052, 0.6050215562184652, 0.9034489790598551, 1.151974868774414, 1.1295296549797058, 0.7716188907623291, 0.7150013446807861, 1.9940400123596191, 0.9031385779380798, 0.6553370157877604, 0.8500459988911947]","[25.508639192823306, 15.025828220895187, 12.478065975523025, 12.39535683444574, 29.96538769113805, 16.950020258240375, 24.594777177717873, 11.486067833390997, 12.266397571632817, 16.791605070171965, 10.121166944853941, 15.586231248784518]","[1.46, 1.42, 1.35, 1.29, 1.37, 1.42, 1.41, 1.47, 1.47, 1.4, 1.37, 1.42]","[0.45, 0.42, 0.42, 0.43, 0.47, 0.44, 0.43, 0.44, 0.37, 0.44, 0.46, 0.47]"
