participant_id,condition,duration_Description,fix_freq_Ticket,fix_freq_Description,fix_freq_Map,fix_freq_Diagnostics,fix_freq_Actions,time_1st_fix_Ticket,time_1st_fix_Description,time_1st_fix_Map,time_1st_fix_Diagnostics,time_1st_fix_Actions,visit_freq_Ticket,visit_freq_Actions,visit_len_Diagnostics,visit_len_Actions
1,Easy Slow,165.30409782021508,0.06835781041388518,1.0481530930129062,0.6152202937249667,2.5064530485091234,0.3873609256786827,0.9960243701934814,0.11201930046081543,5.712158441543579,16.864041090011597,25.584004402160645,0.022785936804628395,0.13671562082777036,3.879300355911255,0.4125685691833496
1,Easy Slow,159.862717742198,0.11541279233586926,3.577796562411947,0.2019723865877712,0.7213299520991828,0.3750915750915751,1.4294538497924805,2.349426507949829,0.09353280067443848,18.709394931793213,13.612376689910889,0.028853198083967316,0.05770639616793463,5.008158922195435,1.0244441032409668
1,Easy Slow,153.04593644321943,0.137536362539774,2.318470111384762,0.3733129840365294,1.9058610237654396,0.23577662149675543,1.5644915103912354,1.3325355052947998,0.0651099681854248,18.506884574890137,1.888495683670044,0.07859220716558514,0.11788831074837772,3.045256495475769,0.24733157952626547
1,Easy Slow,151.25015493101952,0.4298507462686567,3.391044776119403,,0.6208955223880597,0.5253731343283582,1.0690267086029053,1.920799970626831,,0.03299570083618164,0.2609877586364746,0.14328358208955225,0.23880597014925373,1.3150577545166016,0.35018000602722166
1,Easy Slow,153.35742143381918,0.47619047619047616,3.3333333333333335,0.23809523809523808,0.6190476190476191,0.42857142857142855,1.1176707744598389,2.730750799179077,0.00170135498046875,7.688066482543945,6.481822967529297,0.047619047619047616,0.09523809523809523,1.438570499420166,0.8943761587142944
1,Easy Slow,154.17490476587167,0.14496857126677615,2.4354719972818395,0.43490571380032844,1.1597485701342092,0.4928931423070389,1.609788179397583,0.8277895450592041,6.427789926528931,0.1018362045288086,1.259840726852417,0.05798742850671046,0.08698114276006569,4.268372178077698,0.9951865673065186
1,Easy Slow,142.08486793949356,0.032219156733530784,1.7076153068771314,0.6443831346706157,2.513094225215401,0.45106819426943096,1.019171953201294,1.1236469745635986,0.19917035102844238,12.101187229156494,19.48914885520935,0.032219156733530784,0.06443831346706157,4.472014586130778,1.0411722660064697
1,Easy Slow,150.82274528246654,0.26149131767109296,2.309839972761321,0.04358188627851549,1.9611848825331972,0.5665645216207014,1.0298347473144531,1.5723958015441895,19.046902656555176,7.058861255645752,13.641795873641968,0.13074565883554648,0.13074565883554648,4.390246152877808,0.6594546635945638
1,Easy Slow,144.65163460520742,0.19395408743086598,2.0171225092810063,0.0387908174861732,2.366239866656565,0.6206530797787712,0.6524059772491455,0.2566525936126709,3.884615421295166,7.60468053817749,15.588704109191895,0.0387908174861732,0.1551632699446928,3.674689849217733,0.7034832239151001
1,Easy Slow,148.52524074268769,0.2334549244398124,1.8009379885356958,0.40020844189682125,2.0677436164669096,0.5336112558624283,0.7994029521942139,2.1753973960876465,7.085393905639648,11.515450477600098,16.097427129745483,0.03335070349140177,0.16675351745700887,2.204474925994873,0.5019909858703613
1,Easy Slow,151.15270878004094,0.0928377153218495,2.8160773647627684,0.928377153218495,0.742701722574796,0.5879721970383802,1.1751248836517334,1.487605094909668,0.10913634300231934,21.97107195854187,17.34907841682434,0.061891810214566335,0.0928377153218495,1.987534999847412,1.02999480565389
1,Easy Slow,150.30651852591998,0.22469727464478523,2.0222754718030673,0.6740918239343557,0.8987890985791409,0.7115413697084866,1.814681053161621,2.798772096633911,0.14870643615722656,9.893257141113281,2.330677032470703,0.11234863732239261,0.18724772887065436,2.3047451972961426,0.5353320598602295
1,Easy Slow,168.50911321795002,0.15458937198067632,2.7310789049919486,0.10305958132045089,1.3397745571658615,0.5152979066022544,1.0467193126678467,1.7155423164367676,15.022761344909668,7.610738277435303,10.422774314880371,0.05152979066022544,0.2576489533011272,1.0266934633255005,0.28305692672729493
1,Hard Fast,144.1630737951407,0.089554849430079,2.4776841675655192,0.20149841121767775,1.8284115091974462,0.45523715126956826,0.8283898830413818,3.9948043823242188,0.15651345252990723,30.488338708877563,22.516338348388672,0.014925808238346501,0.0746290411917325,3.5842768595768857,0.9965660095214843
1,Hard Fast,155.20513271496137,0.21887494656373374,2.0857494907838157,0.1287499685669022,1.815374556793321,0.7467498176880328,0.04459381103515625,7.696411848068237,1.7404053211212158,25.0644052028656,2.592456817626953,0.05149998742676088,0.10299997485352176,5.098567390441895,1.2518302500247955
1,Hard Fast,150.65843421810618,0.05964006290162884,1.133161195130948,0.4671804927294259,2.614222757188064,0.6659807024015221,0.06057333946228027,0.4565417766571045,5.276478052139282,27.520551681518555,49.51652979850769,0.019880020967209613,0.09940010483604807,4.2453457315762835,1.2133680820465087
1,Hard Fast,148.7066368486634,0.1271057204667163,1.7250062063340073,0.16342164060006384,2.814483810334433,0.47210696173351774,0.5354375839233398,0.24716401100158691,9.279496431350708,15.607257604598999,28.34704899787903,0.03631592013334752,0.0907898003333688,4.707836389541626,0.8422343254089355
1,Hard Fast,143.19576812482885,0.10214124218646096,1.1746242851443012,0.40856496874584386,2.740789998670036,0.629870993483176,0.06494569778442383,1.4929547309875488,6.4168901443481445,16.43703317642212,0.37383317947387695,0.05107062109323048,0.15321186327969144,3.624432325363159,0.7138213051689996
