participant_id,difficulty,frequency,condition,errors,completion_time,reaction_time,group,errors_norm,completion_time_norm,reaction_time_norm
18,Easy,Slow,Easy Slow,0.6428571428571429,17.442511203571378,0.8403119178571663,Easy - Slow,0.2343725874775049,1.0785594627210304,0.5430237321001538
18,Hard,Fast,Hard Fast,0.5555555555555556,31.66468813055557,1.2356090444444874,Hard - Fast,0.2239101932438891,1.116678167595106,0.6908706910066152
18,Hard,Slow,Hard Slow,0.45454545454545453,30.15043787727268,0.7509207159092015,Hard - Slow,0.2079542516379659,1.114169001040654,0.5033577999254482
19,Easy,Fast,Easy Fast,0.06060606060606061,15.912919912878696,0.7883604462121594,Easy - Fast,0.05313871982857856,1.0709972901027793,0.520305938313939
19,Easy,Slow,Easy Slow,0.0,16.16594991964285,0.7123986875000453,Easy - Slow,0.0,1.072334138202676,0.48538621786267805
19,Hard,Fast,Hard Fast,0.3333333333333333,26.130860072619104,0.8179441857142797,Hard - Fast,0.18077639284146552,1.1062629291446309,0.5333531420441576
19,Hard,Slow,Hard Slow,0.0,29.123326391666513,0.7639314187501137,Hard - Slow,0.0,1.1123346726045056,0.5093040569811671
20,Easy,Fast,Easy Fast,0.08,21.408563691999984,1.3350472930000084,Easy - Fast,0.06740419100893334,1.093670661115952,0.7224349687090361
20,Easy,Slow,Easy Slow,0.0,17.404970626785744,1.3608060571428138,Easy - Slow,0.0,1.0783878050302043,0.730308385862946
20,Hard,Fast,Hard Fast,0.10526315789473684,29.95956272499998,1.0765827486842066,Hard - Fast,0.08433283799743617,1.113836632725761,0.6361147303673081
20,Hard,Slow,Hard Slow,0.08333333333333333,28.013244429166736,0.9986238291666231,Hard - Slow,0.06974086522547415,1.1102175191536072,0.607095908335848
